date,country,cases,deaths
6/4/2003,Russia,1,0
6/4/2003,Singapore,206,31
6/4/2003,South Africa,1,1
6/4/2003,Spain,1,0
6/4/2003,Sweden,3,0
6/4/2003,Switzerland,1,0
6/4/2003,Thailand,8,2
6/4/2003,United Kingdom,4,0
6/4/2003,US,69,0
6/4/2003,Vietnam,63,5
6/5/2003,Brazil,2,0
6/5/2003,Canada,218,31
6/5/2003,China,1748,284
6/5/2003,Taiwan,677,81
6/5/2003,Colombia,1,0
6/5/2003,Finland,1,0
6/5/2003,France,7,0
6/5/2003,Germany,10,0
6/5/2003,India,3,0
6/5/2003,Indonesia,2,0
6/5/2003,Italy,9,0
6/5/2003,Kuwait,1,0
6/5/2003,Malaysia,5,2
6/5/2003,Mongolia,9,0
6/5/2003,New Zealand,1,0
6/5/2003,Philippines,12,2
6/5/2003,Ireland,1,0
6/5/2003,Korea,3,0
6/5/2003,Romania,1,0
6/5/2003,Russia,1,0
6/5/2003,Singapore,206,31
6/5/2003,South Africa,1,1
6/5/2003,Spain,1,0
6/5/2003,Sweden,3,0
6/5/2003,Switzerland,1,0
6/5/2003,Thailand,8,2
6/5/2003,United Kingdom,4,0
6/5/2003,US,69,0
6/5/2003,Vietnam,63,5
6/6/2003,Brazil,2,0
6/6/2003,Canada,219,31
6/6/2003,China,1750,286
6/6/2003,Taiwan,676,81
6/6/2003,Colombia,1,0
6/6/2003,Finland,1,0
6/6/2003,France,7,0
6/6/2003,Germany,10,0
6/6/2003,India,3,0
6/6/2003,Indonesia,2,0
6/6/2003,Italy,9,0
6/6/2003,Kuwait,1,0
6/6/2003,Malaysia,5,2
6/6/2003,Mongolia,9,0
6/6/2003,New Zealand,1,0
6/6/2003,Philippines,12,2
6/6/2003,Ireland,1,0
6/6/2003,Korea,3,0
6/6/2003,Romania,1,0
6/6/2003,Russia,1,0
6/6/2003,Singapore,206,31
6/6/2003,South Africa,1,1
6/6/2003,Spain,1,0
6/6/2003,Sweden,3,0
6/6/2003,Switzerland,1,0
6/6/2003,Thailand,8,2
6/6/2003,United Kingdom,4,0
6/6/2003,US,68,0
6/6/2003,Vietnam,63,5
6/9/2003,Brazil,2,0
6/9/2003,Canada,229,32
6/9/2003,China,1753,288
6/9/2003,Taiwan,680,81
6/9/2003,Colombia,1,0
6/9/2003,Finland,1,0
6/9/2003,France,7,0
6/9/2003,Germany,10,0
6/9/2003,India,3,0
6/9/2003,Indonesia,2,0
6/9/2003,Italy,9,0
6/9/2003,Kuwait,1,0
6/9/2003,Malaysia,5,2
6/9/2003,Mongolia,9,0
6/9/2003,New Zealand,1,0
6/9/2003,Philippines,12,2
6/9/2003,Ireland,1,0
6/9/2003,Korea,3,0
6/9/2003,Romania,1,0
6/9/2003,Russia,1,0
6/9/2003,Singapore,206,31
6/9/2003,South Africa,1,1
6/9/2003,Spain,1,0
6/9/2003,Sweden,3,0
6/9/2003,Switzerland,1,0
6/9/2003,Thailand,9,2
6/9/2003,United Kingdom,4,0
6/9/2003,US,68,0
6/9/2003,Vietnam,63,5
6/10/2003,Brazil,3,0
6/10/2003,Canada,229,32
6/10/2003,China,1754,290
6/10/2003,Taiwan,686,81
6/10/2003,Colombia,1,0
6/10/2003,Finland,1,0
6/10/2003,France,7,0
6/10/2003,Germany,10,0
6/10/2003,India,3,0
6/10/2003,Indonesia,2,0
6/10/2003,Italy,9,0
6/10/2003,Kuwait,1,0
6/10/2003,Malaysia,5,2
6/10/2003,Mongolia,9,0
6/10/2003,New Zealand,1,0
6/10/2003,Philippines,12,2
6/10/2003,Ireland,1,0
6/10/2003,Korea,3,0
6/10/2003,Romania,1,0
6/10/2003,Russia,1,0
6/10/2003,Singapore,206,31
6/10/2003,South Africa,1,1
6/10/2003,Spain,1,0
6/10/2003,Sweden,3,0
6/10/2003,Switzerland,1,0
6/10/2003,Thailand,9,2
6/10/2003,United Kingdom,4,0
6/10/2003,US,69,0
6/10/2003,Vietnam,63,5
6/11/2003,Brazil,3,0
6/11/2003,Canada,230,32
6/11/2003,China,1754,290
6/11/2003,Taiwan,687,81
6/11/2003,Colombia,1,0
6/11/2003,Finland,1,0
6/11/2003,France,7,0
6/11/2003,Germany,10,0
6/11/2003,India,3,0
6/11/2003,Indonesia,2,0
6/11/2003,Italy,9,0
6/11/2003,Kuwait,1,0
6/11/2003,Malaysia,5,2
6/11/2003,Mongolia,9,0
6/11/2003,New Zealand,1,0
6/11/2003,Philippines,12,2
6/11/2003,Ireland,1,0
6/11/2003,Korea,3,0
6/11/2003,Romania,1,0
6/11/2003,Russia,1,0
6/11/2003,Singapore,206,31
6/11/2003,South Africa,1,1
6/11/2003,Spain,1,0
6/11/2003,Sweden,3,0
6/11/2003,Switzerland,1,0
6/11/2003,Thailand,9,2
6/11/2003,United Kingdom,4,0
6/11/2003,US,71,0
6/11/2003,Vietnam,63,5
6/12/2003,Brazil,3,0
6/12/2003,Canada,238,32
6/12/2003,China,1755,291
6/12/2003,Taiwan,688,81
6/12/2003,Colombia,1,0
6/12/2003,Finland,1,0
6/12/2003,France,7,0
6/12/2003,Germany,10,0
6/12/2003,India,3,0
6/12/2003,Indonesia,2,0
6/12/2003,Italy,9,0
6/12/2003,Kuwait,1,0
6/12/2003,Malaysia,5,2
6/12/2003,Mongolia,9,0
6/12/2003,New Zealand,1,0
6/12/2003,Philippines,14,2
6/12/2003,Ireland,1,0
6/12/2003,Korea,3,0
6/12/2003,Romania,1,0
6/12/2003,Russia,1,0
6/12/2003,Singapore,206,31
6/12/2003,South Africa,1,1
6/12/2003,Spain,1,0
6/12/2003,Sweden,3,0
6/12/2003,Switzerland,1,0
6/12/2003,Thailand,9,2
6/12/2003,United Kingdom,4,0
6/12/2003,US,70,0
6/12/2003,Vietnam,63,5
6/13/2003,Brazil,3,0
6/13/2003,Canada,242,32
6/13/2003,China,1755,293
6/13/2003,Taiwan,693,81
6/13/2003,Colombia,1,0
6/13/2003,Finland,1,0
6/13/2003,France,7,0
6/13/2003,Germany,10,0
6/13/2003,India,3,0
6/13/2003,Indonesia,2,0
6/13/2003,Italy,9,0
6/13/2003,Kuwait,1,0
6/13/2003,Malaysia,5,2
6/13/2003,Mongolia,9,0
6/13/2003,New Zealand,1,0
6/13/2003,Philippines,14,2
6/13/2003,Ireland,1,0
6/13/2003,Korea,3,0
6/13/2003,Romania,1,0
6/13/2003,Russia,1,0
6/13/2003,Singapore,206,31
6/13/2003,South Africa,1,1
6/13/2003,Spain,1,0
6/13/2003,Sweden,3,0
6/13/2003,Switzerland,1,0
6/13/2003,Thailand,9,2
6/13/2003,United Kingdom,4,0
6/13/2003,US,71,0
6/13/2003,Vietnam,63,5
6/16/2003,Brazil,3,0
6/16/2003,Canada,243,32
6/16/2003,China,1755,295
6/16/2003,Taiwan,698,83
6/16/2003,Colombia,1,0
6/16/2003,Finland,1,0
6/16/2003,France,7,0
6/16/2003,Germany,10,0
6/16/2003,India,3,0
6/16/2003,Indonesia,2,0
6/16/2003,Italy,9,0
6/16/2003,Kuwait,1,0
6/16/2003,Malaysia,5,2
6/16/2003,Mongolia,9,0
6/16/2003,New Zealand,1,0
6/16/2003,Philippines,14,2
6/16/2003,Ireland,1,0
6/16/2003,Korea,3,0
6/16/2003,Romania,1,0
6/16/2003,Russia,1,0
6/16/2003,Singapore,206,31
6/16/2003,South Africa,1,1
6/16/2003,Spain,1,0
6/16/2003,Sweden,3,0
6/16/2003,Switzerland,1,0
6/16/2003,Thailand,9,2
6/16/2003,United Kingdom,4,0
6/16/2003,US,72,0
6/16/2003,Vietnam,63,5
6/17/2003,Brazil,3,0
6/17/2003,Canada,247,32
6/17/2003,China,1755,295
6/17/2003,Taiwan,697,83
6/17/2003,Colombia,1,0
6/17/2003,Finland,1,0
6/17/2003,France,7,0
6/17/2003,Germany,10,0
6/17/2003,India,3,0
6/17/2003,Indonesia,2,0
6/17/2003,Italy,9,0
6/17/2003,Kuwait,1,0
6/17/2003,Malaysia,5,2
6/17/2003,Mongolia,9,0
6/17/2003,New Zealand,1,0
6/17/2003,Philippines,14,2
6/17/2003,Ireland,1,0
6/17/2003,Korea,3,0
6/17/2003,Romania,1,0
6/17/2003,Russia,1,0
6/17/2003,Singapore,206,31
6/17/2003,South Africa,1,1
6/17/2003,Spain,1,0
6/17/2003,Sweden,3,0
6/17/2003,Switzerland,1,0
6/17/2003,Thailand,9,2
6/17/2003,United Kingdom,4,0
6/17/2003,US,73,0
6/17/2003,Vietnam,63,5
6/18/2003,Brazil,3,0
6/18/2003,Canada,246,33
6/18/2003,China,1755,295
6/18/2003,Taiwan,697,83
6/18/2003,Colombia,1,0
6/18/2003,Finland,1,0
6/18/2003,France,7,0
6/18/2003,Germany,10,0
6/18/2003,India,3,0
6/18/2003,Indonesia,2,0
6/18/2003,Italy,9,0
6/18/2003,Kuwait,1,0
6/18/2003,Malaysia,5,2
6/18/2003,Mongolia,9,0
6/18/2003,New Zealand,1,0
6/18/2003,Philippines,14,2
6/18/2003,Ireland,1,0
6/18/2003,Korea,3,0
6/18/2003,Romania,1,0
6/18/2003,Russia,1,0
6/18/2003,Singapore,206,31
6/18/2003,South Africa,1,1
6/18/2003,Spain,1,0
6/18/2003,Sweden,3,0
6/18/2003,Switzerland,1,0
6/18/2003,Thailand,9,2
6/18/2003,United Kingdom,4,0
6/18/2003,US,75,0
6/18/2003,Vietnam,63,5
6/19/2003,Brazil,3,0
6/19/2003,Canada,245,34
6/19/2003,China,1755,296
6/19/2003,Taiwan,695,84
6/19/2003,Colombia,1,0
6/19/2003,Finland,1,0
6/19/2003,France,7,0
6/19/2003,Germany,10,0
6/19/2003,India,3,0
6/19/2003,Indonesia,2,0
6/19/2003,Italy,9,0
6/19/2003,Kuwait,1,0
6/19/2003,Malaysia,5,2
6/19/2003,Mongolia,9,0
6/19/2003,New Zealand,1,0
6/19/2003,Philippines,14,2
6/19/2003,Ireland,1,0
6/19/2003,Korea,3,0
6/19/2003,Romania,1,0
6/19/2003,Russia,1,0
6/19/2003,Singapore,206,31
6/19/2003,South Africa,1,1
6/19/2003,Spain,1,0
6/19/2003,Sweden,3,0
6/19/2003,Switzerland,1,0
6/19/2003,Thailand,9,2
6/19/2003,United Kingdom,4,0
6/19/2003,US,75,0
6/19/2003,Vietnam,63,5
6/20/2003,Brazil,3,0
6/20/2003,Canada,245,34
6/20/2003,China,1755,296
6/20/2003,Taiwan,695,84
6/20/2003,Colombia,1,0
6/20/2003,Finland,1,0
6/20/2003,France,7,0
6/20/2003,Germany,10,0
6/20/2003,India,3,0
6/20/2003,Indonesia,2,0
6/20/2003,Italy,9,0
6/20/2003,Kuwait,1,0
6/20/2003,Malaysia,5,2
6/20/2003,Mongolia,9,0
6/20/2003,New Zealand,1,0
6/20/2003,Philippines,14,2
6/20/2003,Ireland,1,0
6/20/2003,Korea,3,0
6/20/2003,Romania,1,0
6/20/2003,Russia,1,0
6/20/2003,Singapore,206,31
6/20/2003,South Africa,1,1
6/20/2003,Spain,1,0
6/20/2003,Sweden,3,0
6/20/2003,Switzerland,1,0
6/20/2003,Thailand,9,2
6/20/2003,United Kingdom,4,0
6/20/2003,US,74,0
6/20/2003,Vietnam,63,5
6/23/2003,Brazil,3,0
6/23/2003,Canada,246,35
6/23/2003,China,1755,296
6/23/2003,Taiwan,692,84
6/23/2003,Colombia,1,0
6/23/2003,Finland,1,0
6/23/2003,France,7,0
6/23/2003,Germany,10,0
6/23/2003,India,3,0
6/23/2003,Indonesia,2,0
6/23/2003,Italy,9,0
6/23/2003,Kuwait,1,0
6/23/2003,Malaysia,5,2
6/23/2003,Mongolia,9,0
6/23/2003,New Zealand,1,0
6/23/2003,Philippines,14,2
6/23/2003,Ireland,1,0
6/23/2003,Korea,3,0
6/23/2003,Romania,1,0
6/23/2003,Russia,1,0
6/23/2003,Singapore,206,31
6/23/2003,South Africa,1,1
6/23/2003,Spain,1,0
6/23/2003,Sweden,3,0
6/23/2003,Switzerland,1,0
6/23/2003,Thailand,9,2
6/23/2003,United Kingdom,4,0
6/23/2003,US,74,0
6/23/2003,Vietnam,63,5
6/24/2003,Brazil,3,0
6/24/2003,Canada,249,37
6/24/2003,China,1755,296
6/24/2003,Taiwan,687,84
6/24/2003,Colombia,1,0
6/24/2003,Finland,1,0
6/24/2003,France,7,0
6/24/2003,Germany,10,0
6/24/2003,India,3,0
6/24/2003,Indonesia,2,0
6/24/2003,Italy,9,0
6/24/2003,Kuwait,1,0
6/24/2003,Malaysia,5,2
6/24/2003,Mongolia,9,0
6/24/2003,New Zealand,1,0
6/24/2003,Philippines,14,2
6/24/2003,Ireland,1,0
6/24/2003,Korea,3,0
6/24/2003,Romania,1,0
6/24/2003,Russia,1,0
6/24/2003,Singapore,206,31
6/24/2003,South Africa,1,1
6/24/2003,Spain,1,0
6/24/2003,Sweden,3,0
6/24/2003,Switzerland,1,0
6/24/2003,Thailand,9,2
6/24/2003,United Kingdom,4,0
6/24/2003,US,75,0
6/24/2003,Vietnam,63,5
6/25/2003,Brazil,3,0
6/25/2003,Canada,250,37
6/25/2003,China,1755,296
6/25/2003,Taiwan,686,84
6/25/2003,Colombia,1,0
6/25/2003,Finland,1,0
6/25/2003,France,7,0
6/25/2003,Germany,10,0
6/25/2003,India,3,0
6/25/2003,Indonesia,2,0
6/25/2003,Italy,9,0
6/25/2003,Japan,1,0
6/25/2003,Kuwait,1,0
6/25/2003,Malaysia,5,2
6/25/2003,Mongolia,9,0
6/25/2003,New Zealand,1,0
6/25/2003,Philippines,14,2
6/25/2003,Ireland,1,0
6/25/2003,Korea,3,0
6/25/2003,Romania,1,0
6/25/2003,Russia,1,0
6/25/2003,Singapore,206,31
6/25/2003,South Africa,1,1
6/25/2003,Spain,1,0
6/25/2003,Sweden,3,0
6/25/2003,Switzerland,1,0
6/25/2003,Thailand,9,2
6/25/2003,United Kingdom,4,0
6/25/2003,US,75,0
6/25/2003,Vietnam,63,5
6/26/2003,Brazil,3,0
6/26/2003,Canada,251,37
6/26/2003,China,1755,296
6/26/2003,Taiwan,682,84
6/26/2003,Colombia,1,0
6/26/2003,Finland,1,0
6/26/2003,France,7,0
6/26/2003,Germany,10,0
6/26/2003,India,3,0
6/26/2003,Indonesia,2,0
6/26/2003,Italy,9,0
6/26/2003,Japan,1,0
6/26/2003,Kuwait,1,0
6/26/2003,Malaysia,5,2
6/26/2003,Mongolia,9,0
6/26/2003,New Zealand,1,0
6/26/2003,Philippines,14,2
6/26/2003,Ireland,1,0
6/26/2003,Korea,3,0
6/26/2003,Romania,1,0
6/26/2003,Russia,1,0
6/26/2003,Singapore,206,32
6/26/2003,South Africa,1,1
6/26/2003,Spain,1,0
6/26/2003,Sweden,3,0
6/26/2003,Switzerland,1,0
6/26/2003,Thailand,9,2
6/26/2003,United Kingdom,4,0
6/26/2003,US,74,0
6/26/2003,Vietnam,63,5
6/27/2003,Brazil,3,0
6/27/2003,Canada,251,37
6/27/2003,China,1755,297
6/27/2003,Taiwan,681,84
6/27/2003,Colombia,1,0
6/27/2003,Finland,1,0
6/27/2003,France,7,0
6/27/2003,Germany,10,0
6/27/2003,India,3,0
6/27/2003,Indonesia,2,0
6/27/2003,Italy,5,0
6/27/2003,Kuwait,1,0
6/27/2003,Malaysia,5,2
6/27/2003,Mongolia,9,0
6/27/2003,New Zealand,1,0
6/27/2003,Philippines,14,2
6/27/2003,Ireland,1,0
6/27/2003,Korea,3,0
6/27/2003,Romania,1,0
6/27/2003,Russia,1,0
6/27/2003,Singapore,206,32
6/27/2003,South Africa,1,1
6/27/2003,Spain,1,0
6/27/2003,Sweden,3,0
6/27/2003,Switzerland,1,0
6/27/2003,Thailand,9,2
6/27/2003,United Kingdom,4,0
6/27/2003,US,74,0
6/27/2003,Vietnam,63,5
6/30/2003,Australia,5,0
6/30/2003,Brazil,3,0
6/30/2003,Canada,252,37
6/30/2003,China,1755,298
6/30/2003,Taiwan,678,84
6/30/2003,Colombia,1,0
6/30/2003,Finland,1,0
6/30/2003,France,7,0
6/30/2003,Germany,10,0
6/30/2003,India,3,0
6/30/2003,Indonesia,2,0
6/30/2003,Italy,5,0
6/30/2003,Kuwait,1,0
6/30/2003,Malaysia,5,2
6/30/2003,Mongolia,9,0
6/30/2003,New Zealand,1,0
6/30/2003,Philippines,14,2
6/30/2003,Ireland,1,0
6/30/2003,Korea,3,0
6/30/2003,Romania,1,0
6/30/2003,Russia,1,0
6/30/2003,Singapore,206,32
6/30/2003,South Africa,1,1
6/30/2003,Spain,1,0
6/30/2003,Sweden,3,0
6/30/2003,Switzerland,1,0
6/30/2003,Thailand,9,2
6/30/2003,United Kingdom,4,0
6/30/2003,US,73,0
6/30/2003,Vietnam,63,5
7/1/2003,Brazil,1,0
7/1/2003,Canada,252,38
7/1/2003,China,1755,298
7/1/2003,Taiwan,678,84
7/1/2003,Colombia,1,0
7/1/2003,Finland,1,0
7/1/2003,France,7,0
7/1/2003,Germany,10,0
7/1/2003,India,3,0
7/1/2003,Indonesia,2,0
7/1/2003,Italy,5,0
7/1/2003,Kuwait,1,0
7/1/2003,Malaysia,5,2
7/1/2003,Mongolia,9,0
7/1/2003,New Zealand,1,0
7/1/2003,Philippines,14,2
7/1/2003,Ireland,1,0
7/1/2003,Korea,3,0
7/1/2003,Romania,1,0
7/1/2003,Russia,1,0
7/1/2003,Singapore,206,32
7/1/2003,South Africa,1,1
7/1/2003,Spain,1,0
7/1/2003,Sweden,3,0
7/1/2003,Switzerland,1,0
7/1/2003,Thailand,9,2
7/1/2003,United Kingdom,4,0
7/1/2003,US,73,0
7/1/2003,Vietnam,63,5
7/2/2003,Brazil,1,0
7/2/2003,Canada,252,38
7/2/2003,China,1755,298
7/2/2003,Taiwan,676,84
7/2/2003,Colombia,1,0
7/2/2003,Finland,1,0
7/2/2003,France,7,0
7/2/2003,Germany,10,0
7/2/2003,India,3,0
7/2/2003,Indonesia,2,0
7/2/2003,Italy,4,0
7/2/2003,Kuwait,1,0
7/2/2003,Malaysia,5,2
7/2/2003,Mongolia,9,0
7/2/2003,New Zealand,1,0
7/2/2003,Philippines,14,2
7/2/2003,Ireland,1,0
7/2/2003,Korea,3,0
7/2/2003,Romania,1,0
7/2/2003,Russia,1,0
7/2/2003,Singapore,206,32
7/2/2003,South Africa,1,1
7/2/2003,Spain,1,0
7/2/2003,Sweden,3,0
7/2/2003,Switzerland,1,0
7/2/2003,Thailand,9,2
7/2/2003,United Kingdom,4,0
7/2/2003,US,73,0
7/2/2003,Vietnam,63,5
7/3/2003,Brazil,1,0
7/3/2003,Canada,251,38
7/3/2003,China,1755,298
7/3/2003,Taiwan,674,84
7/3/2003,Colombia,1,0
7/3/2003,Finland,1,0
7/3/2003,France,7,0
7/3/2003,Germany,10,0
7/3/2003,India,3,0
7/3/2003,Indonesia,2,0
7/3/2003,Italy,4,0
7/3/2003,Kuwait,1,0
7/3/2003,Malaysia,5,2
7/3/2003,Mongolia,9,0
7/3/2003,New Zealand,1,0
7/3/2003,Philippines,14,2
7/3/2003,Ireland,1,0
7/3/2003,Korea,3,0
7/3/2003,Romania,1,0
7/3/2003,Russia,1,0
7/3/2003,Singapore,206,32
7/3/2003,South Africa,1,1
7/3/2003,Spain,1,0
7/3/2003,Sweden,3,0
7/3/2003,Switzerland,1,0
7/3/2003,Thailand,9,2
7/3/2003,United Kingdom,4,0
7/3/2003,US,73,0
7/3/2003,Vietnam,63,5
7/4/2003,Brazil,1,0
7/4/2003,Canada,251,38
7/4/2003,China,1755,298
7/4/2003,Taiwan,674,84
7/4/2003,Colombia,1,0
7/4/2003,Finland,1,0
7/4/2003,France,7,0
7/4/2003,Germany,10,0
7/4/2003,India,3,0
7/4/2003,Indonesia,2,0
7/4/2003,Italy,4,0
7/4/2003,Kuwait,1,0
7/4/2003,Malaysia,5,2
7/4/2003,Mongolia,9,0
7/4/2003,New Zealand,1,0
7/4/2003,Philippines,14,2
7/4/2003,Ireland,1,0
7/4/2003,Korea,3,0
7/4/2003,Romania,1,0
7/4/2003,Russia,1,0
7/4/2003,Singapore,206,32
7/4/2003,South Africa,1,1
7/4/2003,Spain,1,0
7/4/2003,Sweden,3,0
7/4/2003,Switzerland,1,0
7/4/2003,Thailand,9,2
7/4/2003,United Kingdom,4,0
7/4/2003,US,73,0
7/4/2003,Vietnam,63,5
7/7/2003,Brazil,1,0
7/7/2003,Canada,251,38
7/7/2003,China,1755,298
7/7/2003,Taiwan,674,84
7/7/2003,Colombia,1,0
7/7/2003,Finland,1,0
7/7/2003,France,7,0
7/7/2003,Germany,10,0
7/7/2003,India,3,0
7/7/2003,Indonesia,2,0
7/7/2003,Italy,4,0
7/7/2003,Kuwait,1,0
7/7/2003,Malaysia,5,2
7/7/2003,Mongolia,9,0
7/7/2003,New Zealand,1,0
7/7/2003,Philippines,14,2
7/7/2003,Ireland,1,0
7/7/2003,Korea,3,0
7/7/2003,Romania,1,0
7/7/2003,Russia,1,0
7/7/2003,Singapore,206,32
7/7/2003,South Africa,1,1
7/7/2003,Spain,1,0
7/7/2003,Sweden,3,0
7/7/2003,Switzerland,1,0
7/7/2003,Thailand,9,2
7/7/2003,United Kingdom,4,0
7/7/2003,US,73,0
7/7/2003,Vietnam,63,5
7/8/2003,Brazil,1,0
7/8/2003,Canada,250,38
7/8/2003,China,1755,298
7/8/2003,Taiwan,671,84
7/8/2003,Colombia,1,0
7/8/2003,Finland,1,0
7/8/2003,France,7,0
7/8/2003,Germany,10,0
7/8/2003,India,3,0
7/8/2003,Indonesia,2,0
7/8/2003,Italy,4,0
7/8/2003,Kuwait,1,0
7/8/2003,Malaysia,5,2
7/8/2003,Mongolia,9,0
7/8/2003,New Zealand,1,0
7/8/2003,Philippines,14,2
7/8/2003,Ireland,1,0
7/8/2003,Korea,3,0
7/8/2003,Romania,1,0
7/8/2003,Russia,1,0
7/8/2003,Singapore,206,32
7/8/2003,South Africa,1,1
7/8/2003,Spain,1,0
7/8/2003,Sweden,3,0
7/8/2003,Switzerland,1,0
7/8/2003,Thailand,9,2
7/8/2003,United Kingdom,4,0
7/8/2003,US,74,0
7/8/2003,Vietnam,63,5
7/9/2003,Brazil,1,0
7/9/2003,Canada,249,38
7/9/2003,China,1755,298
7/9/2003,Taiwan,671,84
7/9/2003,Colombia,1,0
7/9/2003,Finland,1,0
7/9/2003,France,7,0
7/9/2003,Germany,10,0
7/9/2003,India,3,0
7/9/2003,Indonesia,2,0
7/9/2003,Italy,4,0
7/9/2003,Kuwait,1,0
7/9/2003,Malaysia,5,2
7/9/2003,Mongolia,9,0
7/9/2003,New Zealand,1,0
7/9/2003,Philippines,14,2
7/9/2003,Ireland,1,0
7/9/2003,Korea,3,0
7/9/2003,Romania,1,0
7/9/2003,Russia,1,0
7/9/2003,Singapore,206,32
7/9/2003,South Africa,1,1
7/9/2003,Spain,1,0
7/9/2003,Sweden,3,0
7/9/2003,Switzerland,1,0
7/9/2003,Thailand,9,2
7/9/2003,United Kingdom,4,0
7/9/2003,US,75,0
7/9/2003,Vietnam,63,5
7/10/2003,Brazil,1,0
7/10/2003,Canada,250,38
7/10/2003,China,1755,298
7/10/2003,Taiwan,671,84
7/10/2003,Colombia,1,0
7/10/2003,Finland,1,0
7/10/2003,France,7,0
7/10/2003,Germany,10,0
7/10/2003,India,3,0
7/10/2003,Indonesia,2,0
7/10/2003,Italy,4,0
7/10/2003,Kuwait,1,0
7/10/2003,Malaysia,5,2
7/10/2003,Mongolia,9,0
7/10/2003,New Zealand,1,0
7/10/2003,Philippines,14,2
7/10/2003,Ireland,1,0
7/10/2003,Korea,3,0
7/10/2003,Romania,1,0
7/10/2003,Russia,1,0
7/10/2003,Singapore,206,32
7/10/2003,South Africa,1,1
7/10/2003,Spain,1,0
7/10/2003,Sweden,3,0
7/10/2003,Switzerland,1,0
7/10/2003,Thailand,9,2
7/10/2003,United Kingdom,4,0
7/10/2003,US,75,0
7/10/2003,Vietnam,63,5
7/11/2003,Brazil,1,0
7/11/2003,Canada,250,38
7/11/2003,China,1755,298
7/11/2003,Taiwan,671,84
7/11/2003,Colombia,1,0
7/11/2003,Finland,1,0
7/11/2003,France,7,1
7/11/2003,Germany,10,0
7/11/2003,India,3,0
7/11/2003,Indonesia,2,0
7/11/2003,Italy,4,0
7/11/2003,Kuwait,1,0
7/11/2003,Malaysia,5,2
7/11/2003,Mongolia,9,0
7/11/2003,New Zealand,1,0
7/11/2003,Philippines,14,2
7/11/2003,Ireland,1,0
7/11/2003,Korea,3,0
7/11/2003,Romania,1,0
7/11/2003,Russia,1,0
7/11/2003,Singapore,206,32
7/11/2003,South Africa,1,1
7/11/2003,Spain,1,0
7/11/2003,Sweden,3,0
7/11/2003,Switzerland,1,0
7/11/2003,Thailand,9,2
7/11/2003,United Kingdom,4,0
7/11/2003,US,75,0
7/11/2003,Vietnam,63,5
